Day,Hour,Month,Precip In,RH,Station,Temp F,Wind Dir,Wind Spd MPH,Year
8,10,4,0,88.81,MSP,42.08,40,5.75,2013
10,10,4,0,58.37,MSP,35.06,40,18.4,2013
13,10,4,0.01,75,MSP,32,290,10.35,2013
14,10,4,0,80.62,MSP,32,90,19.55,2013
16,10,4,0,69.51,MSP,35.96,290,6.9,2013
17,10,4,0,67.21,MSP,37.94,50,9.2,2013
18,10,4,0,88.21,MSP,33.56,10,20.32,2013
21,10,4,0,92.43,MSP,35.96,130,13.8,2013
7,11,4,0,69.96,MSP,39.92,0,0,2013
8,11,4,0,85.25,MSP,44.06,10,5.75,2013
10,11,4,0,54.21,MSP,35.96,60,11.5,2013
12,11,4,0,85.12,MSP,32,310,3.45,2013
15,11,4,0,72.66,MSP,35.96,210,20.7,2013
17,11,4,0,66.85,MSP,39.02,90,8.05,2013
18,11,4,0.02,87.78,MSP,33.62,20,16.96,2013
21,11,4,0,81.77,MSP,40.46,150,16.1,2013
7,12,4,0,69.96,MSP,39.92,0,0,2013
8,12,4,0,85.9,MSP,44.96,0,6.9,2013
15,12,4,0,69.63,MSP,37.04,220,17.25,2013
17,12,4,0,66.85,MSP,39.02,70,12.65,2013
18,12,4,0.06,90.14,MSP,33.66,10,13.11,2013
21,12,4,0,75.6,MSP,41,150,16.1,2013
8,13,4,0,86.5,MSP,44.78,30,5.75,2013
10,13,4,0,53.97,MSP,37.04,60,13.8,2013
14,13,4,0.03,89.07,MSP,33.44,80,16.1,2013
17,13,4,0,67.45,MSP,39.92,60,12.65,2013
21,13,4,0,70.42,MSP,44.06,150,20.7,2013
6,14,4,0,61.41,MSP,53.96,80,9.2,2013
8,14,4,0,82.45,MSP,46.04,10,6.9,2013
10,14,4,0,52.09,MSP,37.94,60,11.5,2013
11,14,4,0,81.12,MSP,35.78,70,16.68,2013
12,14,4,0,72.03,MSP,35.06,300,8.05,2013
14,14,4,0.06,88.42,MSP,33.98,80,16.1,2013
17,14,4,0,64.68,MSP,41,80,14.95,2013
21,14,4,0,70.64,MSP,46.04,140,18.4,2013
8,15,4,0,82.45,MSP,46.04,10,10.35,2013
10,15,4,0,64.29,MSP,37.94,60,11.5,2013
11,15,4,0,85.37,MSP,35.96,70,12.65,2013
13,15,4,0,63.91,MSP,35.06,280,8.05,2013
14,15,4,0.07,88.61,MSP,33.84,90,19.26,2013
6,16,4,0,74.1,MSP,50,50,6.9,2013
10,16,4,0,64.29,MSP,37.94,50,17.25,2013
13,16,4,0,61.67,MSP,35.96,310,9.2,2013
14,16,4,0.03,87.13,MSP,33.86,80,19.55,2013
18,16,4,0.11,93.71,MSP,33.62,350,16.1,2013
19,16,4,0,61.67,MSP,35.96,330,20.7,2013
6,17,4,0.06,86.22,MSP,45.23,330,13.8,2013
8,17,4,0,76.43,MSP,46.94,10,10.35,2013
14,17,4,0.04,88.42,MSP,33.98,90,20.7,2013
8,18,4,0,77.45,MSP,46.22,360,8.05,2013
9,18,4,0,57.35,MSP,42.98,40,16.1,2013
13,18,4,0,61.67,MSP,35.96,340,4.6,2013
14,18,4,0.04,92.86,MSP,33.84,90,17.54,2013
15,18,4,0,64.43,MSP,39.02,260,14.95,2013
18,18,4,0.03,95.75,MSP,33.08,350,13.8,2013
21,18,4,0.01,86.19,MSP,50,150,17.25,2013
7,19,4,0,68.28,MSP,46.94,120,8.05,2013
8,19,4,0,82.38,MSP,44.96,10,8.05,2013
9,19,4,0,55.27,MSP,42.98,40,16.1,2013
10,19,4,0,54.81,MSP,39.92,60,13.8,2013
13,19,4,0,61.67,MSP,35.96,10,5.75,2013
14,19,4,0.07,88.47,MSP,35.06,100,17.25,2013
15,19,4,0,64.43,MSP,39.02,260,12.65,2013
22,19,4,0.03,100,MSP,33.08,350,12.65,2013
7,20,4,0,65.56,MSP,48.02,110,9.2,2013
8,20,4,0,85.79,MSP,42.98,360,12.65,2013
10,20,4,0,54.81,MSP,39.92,60,10.35,2013
13,20,4,0,58.94,MSP,35.96,0,3.45,2013
14,20,4,0.02,88.47,MSP,35.06,90,17.25,2013
22,20,4,0.09,94.39,MSP,33.44,350,13.8,2013
6,21,4,0,84.69,MSP,39.56,320,12.07,2013
8,21,4,0,88.81,MSP,42.08,10,12.65,2013
13,21,4,0,63.91,MSP,35.06,60,5.75,2013
14,21,4,0.07,92.4,MSP,35.06,100,13.8,2013
20,21,4,0,36.6,MSP,37.04,80,4.6,2013
8,22,4,0,83.1,MSP,42.44,30,7.47,2013
12,22,4,0,78.45,MSP,32,330,6.9,2013
13,22,4,0,63.91,MSP,35.06,70,5.75,2013
14,22,4,0,92.43,MSP,35.96,130,13.8,2013
20,22,4,0,40.24,MSP,37.04,100,4.6,2013
10,23,4,0,61.94,MSP,37.94,60,8.05,2013
17,23,4,0.07,94.44,MSP,35.33,30,14.38,2013
20,23,4,0,41.99,MSP,35.96,80,4.6,2013
21,23,4,0,85.79,MSP,42.98,280,14.95,2013
29,23,4,0,72.72,MSP,66.02,140,9.2,2013
30,23,4,0,40.44,MSP,59.9,270,6.33,2013
1,0,5,0,42.14,MSP,57.92,290,12.65,2013
2,0,5,0,59.65,MSP,41,10,9.2,2013
4,0,5,0,92.36,MSP,33.98,20,10.35,2013
5,0,5,0,82.17,MSP,42.08,10,8.05,2013
9,0,5,0,83.41,MSP,60.08,0,0,2013
17,0,5,0,24.13,MSP,69.08,80,11.5,2013
18,0,5,0,90.11,MSP,57.92,100,10.35,2013
22,0,5,0,92.87,MSP,50,360,10.35,2013
26,0,5,0,61.67,MSP,55.94,140,9.2,2013
29,0,5,0,86.18,MSP,60.08,230,3.45,2013
1,1,5,0,43.53,MSP,57.02,340,10.35,2013
2,1,5,0,66.19,MSP,39.56,30,15.53,2013
4,1,5,0,92.69,MSP,33.89,10,10.35,2013
11,1,5,0,66.52,MSP,55.94,0,3.45,2013
17,1,5,0,35.87,MSP,66.92,50,11.5,2013
22,1,5,0,92.84,MSP,48.92,360,8.05,2013
26,1,5,0,61.67,MSP,55.94,120,12.65,2013
29,1,5,0,83.41,MSP,60.08,220,4.6,2013
1,2,5,0,44.8,MSP,55.04,310,8.05,2013
3,2,5,0,61.35,MSP,37.04,360,13.8,2013
4,2,5,0,92.36,MSP,33.98,10,10.35,2013
17,2,5,0,48.17,MSP,64.04,80,11.5,2013
20,2,5,0.02,93.3,MSP,64.94,110,8.05,2013
22,2,5,0,92.84,MSP,48.92,360,9.2,2013
25,2,5,0,89.4,MSP,55.04,120,6.9,2013
27,2,5,0,66.75,MSP,57.92,110,13.8,2013
28,2,5,0,88.53,MSP,55.22,100,9.2,2013
29,2,5,0,88.7,MSP,59,350,1.73,2013
4,3,5,0,92.36,MSP,33.98,20,9.2,2013
22,3,5,0,96.02,MSP,48.02,360,9.2,2013
25,3,5,0,86.47,MSP,55.04,130,8.05,2013
27,3,5,0,69.52,MSP,57.92,110,12.65,2013
28,3,5,0,89.4,MSP,55.04,110,9.2,2013
29,3,5,0,89.57,MSP,59,0,0,2013
1,4,5,0,58.34,MSP,50,320,11.5,2013
2,4,5,0,89.16,MSP,35.96,10,6.9,2013
4,4,5,0.01,96.46,MSP,33.98,360,11.5,2013
18,4,5,0,86.63,MSP,57.92,130,9.2,2013
19,4,5,0,78.33,MSP,69.08,140,5.75,2013
20,4,5,0,93.28,MSP,64.04,130,6.9,2013
21,4,5,0,96.2,MSP,59,80,8.05,2013
22,4,5,0,92.81,MSP,48.02,360,8.05,2013
25,4,5,0,86.41,MSP,53.96,130,9.2,2013
27,4,5,0,71.9,MSP,57.92,120,13.8,2013
28,4,5,0,92.99,MSP,53.96,70,8.05,2013
29,4,5,0,88.66,MSP,58.1,0,2.3,2013
1,5,5,0.04,73.18,MSP,46.04,310,9.2,2013
5,5,5,0,85.61,MSP,39.92,350,9.2,2013
9,5,5,0,83.34,MSP,59,20,5.75,2013
18,5,5,0,89.48,MSP,57.02,110,8.05,2013
19,5,5,0,81.29,MSP,68,100,6.9,2013
20,5,5,0,96.88,MSP,62.96,120,6.9,2013
21,5,5,0,96.2,MSP,59,70,6.9,2013
22,5,5,0,96.66,MSP,46.94,10,11.5,2013
25,5,5,0,79.8,MSP,55.04,120,13.8,2013
26,5,5,0,54.51,MSP,53.96,130,11.5,2013
27,5,5,0,74.27,MSP,57.02,90,11.5,2013
28,5,5,0,92.99,MSP,53.96,80,5.75,2013
1,6,5,0.03,77.45,MSP,46.22,270,6.9,2013
4,6,5,0.01,96.46,MSP,33.98,20,10.35,2013
5,6,5,0,88.66,MSP,39.02,10,5.75,2013
9,6,5,0,80.64,MSP,59,20,3.45,2013
18,6,5,0,86.63,MSP,57.92,90,3.45,2013
25,6,5,0,77.15,MSP,55.04,110,12.65,2013
26,6,5,0,54.51,MSP,53.96,120,11.5,2013
27,6,5,0,74.27,MSP,57.02,100,11.5,2013
28,6,5,0,92.99,MSP,53.96,70,8.05,2013
2,7,5,0,72.24,MSP,37.04,340,12.65,2013
5,7,5,0,85.55,MSP,39.02,350,6.9,2013
9,7,5,0,80.64,MSP,59,360,6.9,2013
22,7,5,0,96.66,MSP,46.94,20,6.9,2013
25,7,5,0,74.08,MSP,55.04,120,13.8,2013
27,7,5,0,77.32,MSP,57.02,110,13.8,2013
28,7,5,0,96.76,MSP,53.96,60,8.05,2013
2,8,5,0,69.63,MSP,37.04,350,14.95,2013
4,8,5,0.02,92.4,MSP,35.06,10,9.2,2013
9,8,5,0,83.34,MSP,59,10,6.9,2013
22,8,5,0,92.81,MSP,48.02,360,8.05,2013
25,8,5,0,71.7,MSP,55.94,130,11.5,2013
26,8,5,0,54.67,MSP,55.04,110,12.65,2013
27,8,5,0,83.69,MSP,55.94,100,11.5,2013
28,8,5,0.01,96.76,MSP,53.96,80,8.05,2013
4,9,5,0,92.43,MSP,35.96,360,9.2,2013
9,9,5,0.01,83.34,MSP,59,20,6.9,2013
22,9,5,0,96.69,MSP,48.92,10,11.5,2013
25,9,5,0,68.95,MSP,57.02,120,16.1,2013
26,9,5,0,56.62,MSP,55.04,100,13.8,2013
28,9,5,0,93.02,MSP,55.04,60,8.05,2013
2,10,5,0,67.21,MSP,37.94,340,14.95,2013
4,10,5,0,92.46,MSP,37.04,30,10.35,2013
9,10,5,0.01,86.63,MSP,57.92,20,10.35,2013
17,10,5,0,69.29,MSP,60.08,120,13.8,2013
19,10,5,0,80.86,MSP,69.08,160,8.05,2013
22,10,5,0,89.17,MSP,50,350,12.65,2013
25,10,5,0,62.07,MSP,59,140,16.1,2013
26,10,5,0,54.8,MSP,55.94,110,19.55,2013
1,11,5,0.02,92.8,MSP,37.22,330,14.95,2013
2,11,5,0,67.21,MSP,37.94,350,12.65,2013
3,11,5,0.02,92.36,MSP,33.98,340,8.05,2013
4,11,5,0,92.53,MSP,39.02,360,10.35,2013
22,11,5,0.02,92.87,MSP,50,20,11.5,2013
25,11,5,0,62.33,MSP,60.98,140,11.5,2013
29,11,5,0,83.27,MSP,66.11,110,13.8,2013
4,12,5,0,89.34,MSP,39.92,10,12.65,2013
17,12,5,0,74.56,MSP,60.08,110,14.95,2013
22,12,5,0.02,92.89,MSP,50.54,10,10.35,2013
25,12,5,0,57.84,MSP,60.98,140,12.65,2013
26,12,5,0,48.78,MSP,57.02,140,13.8,2013
28,12,5,0,90.11,MSP,57.92,120,8.05,2013
29,12,5,0,81.86,MSP,68.54,110,12.65,2013
1,13,5,0.02,91.12,MSP,35.78,320,13.8,2013
4,13,5,0,83.1,MSP,42.44,20,8.62,2013
17,13,5,0,74.56,MSP,60.08,120,13.8,2013
22,13,5,0,86.62,MSP,52.43,10,12.07,2013
25,13,5,0,57.33,MSP,60.08,140,16.1,2013
26,13,5,0,50.72,MSP,55.94,130,16.1,2013
27,13,5,0,66.56,MSP,60.08,90,14.95,2013
28,13,5,0,90.3,MSP,57.14,140,1.53,2013
4,14,5,0,76.09,MSP,46.22,20,6.33,2013
13,14,5,0.01,39.15,MSP,60.98,150,11.5,2013
17,14,5,0,77.59,MSP,60.08,120,12.65,2013
22,14,5,0.02,86.67,MSP,53.33,10,12.07,2013
26,14,5,0,54.57,MSP,55.67,130,16.1,2013
27,14,5,0,69.86,MSP,60.98,100,12.65,2013
4,15,5,0,72.13,MSP,48.11,350,10.35,2013
9,15,5,0,89.22,MSP,51.08,360,14.95,2013
17,15,5,0.1,86.63,MSP,57.92,110,10.35,2013
22,15,5,0.02,83.83,MSP,53.33,10,13.8,2013
26,15,5,0,59.31,MSP,57.02,120,21.85,2013
27,15,5,0,74.56,MSP,60.08,80,8.05,2013
9,16,5,0,86.19,MSP,50,10,16.1,2013
22,16,5,0.01,86.41,MSP,53.96,360,11.5,2013
26,16,5,0,57.42,MSP,57.92,110,23,2013
27,16,5,0.03,86.69,MSP,59,70,6.9,2013
28,16,5,0,89.57,MSP,59,160,3.45,2013
1,17,5,0,79.92,MSP,39.11,0,1.73,2013
9,17,5,0,83.23,MSP,48.92,20,18.4,2013
22,17,5,0.01,84.14,MSP,53.78,10,15.53,2013
24,17,5,0,37.15,MSP,66.92,170,11.5,2013
26,17,5,0,63.72,MSP,58.46,90,18.4,2013
27,17,5,0.01,89.57,MSP,59,90,6.9,2013
28,17,5,0,89.57,MSP,59,0,0,2013
9,18,5,0,80.63,MSP,48.11,20,16.68,2013
16,18,5,0,23.18,MSP,80.96,50,11.5,2013
17,18,5,0,90.11,MSP,57.92,100,12.65,2013
22,18,5,0,83.83,MSP,53.33,10,13.8,2013
26,18,5,0,62.54,MSP,59.36,120,19.55,2013
27,18,5,0.01,93.1,MSP,57.92,80,10.35,2013
28,18,5,0,86.18,MSP,60.08,0,3.45,2013
1,19,5,0.02,90.9,MSP,38.21,70,6.9,2013
9,19,5,0,72.44,MSP,48.56,20,15.53,2013
17,19,5,0.02,90.11,MSP,57.92,100,11.5,2013
22,19,5,0,82.34,MSP,52.43,10,17.25,2013
26,19,5,0,62.07,MSP,59,120,12.65,2013
27,19,5,0,93.1,MSP,57.92,80,10.35,2013
28,19,5,0,83.47,MSP,60.98,70,3.45,2013
1,20,5,0,81.95,MSP,39.02,0,0,2013
4,20,5,0,80.52,MSP,46.67,360,12.07,2013
9,20,5,0,70.86,MSP,48.02,20,13.8,2013
17,20,5,0,89.57,MSP,59,100,9.2,2013
21,20,5,0,89.95,MSP,53.96,0,6.9,2013
22,20,5,0,82.87,MSP,51.98,20,18.4,2013
25,20,5,0,66.75,MSP,57.92,140,6.9,2013
26,20,5,0,64.9,MSP,59,110,13.8,2013
27,20,5,0,90.11,MSP,57.92,50,8.05,2013
28,20,5,0,83.47,MSP,60.98,0,0,2013
31,20,5,0,59.06,MSP,69.98,0,0,2013
1,21,5,0,82.6,MSP,39.92,350,4.6,2013
4,21,5,0,79.07,MSP,46.04,20,11.5,2013
8,21,5,0,83.54,MSP,62.06,10,10.35,2013
17,21,5,0,90.11,MSP,57.92,100,14.95,2013
25,21,5,0,68.95,MSP,57.02,140,8.05,2013
26,21,5,0,66.88,MSP,59,100,12.65,2013
27,21,5,0,93.08,MSP,57.02,70,6.9,2013
28,21,5,0,86.18,MSP,60.08,0,0,2013
4,22,5,0,79.54,MSP,44.96,30,8.05,2013
17,22,5,0,90.11,MSP,57.92,110,14.95,2013
25,22,5,0,64.52,MSP,57.92,140,8.05,2013
26,22,5,0,61.79,MSP,60.08,100,13.8,2013
27,22,5,0,93.08,MSP,57.02,70,11.5,2013
28,22,5,0,83.41,MSP,60.08,0,3.45,2013
3,23,5,0,87.45,MSP,33.89,20,13.23,2013
16,23,5,0,20.8,MSP,71.06,60,12.65,2013
17,23,5,0,93.08,MSP,57.02,110,14.95,2013
19,23,5,0,93.35,MSP,66.92,120,6.9,2013
21,23,5,0,92.93,MSP,51.98,10,9.2,2013
22,23,5,0,71.49,MSP,53.96,30,14.95,2013
24,23,5,0.06,77.92,MSP,57.92,140,6.9,2013
25,23,5,0,61.81,MSP,57.02,140,12.65,2013
26,23,5,0,63.57,MSP,59,110,12.65,2013
27,23,5,0,88.61,MSP,57.11,90,11.5,2013
28,23,5,0,84.28,MSP,60.44,0,1.73,2013
4,0,6,0,51.93,MSP,64.04,100,8.05,2013
5,0,6,0,77.32,MSP,57.02,130,11.5,2013
15,0,6,0.01,73.22,MSP,71.06,140,4.6,2013
4,1,6,0,53.73,MSP,64.04,100,10.35,2013
15,1,6,0,78.33,MSP,69.08,150,14.95,2013
2,2,6,0,61.15,MSP,51.98,10,14.95,2013
6,2,6,0,92.99,MSP,53.96,10,8.05,2013
15,2,6,0,87.1,MSP,66.92,140,10.35,2013
2,3,6,0,65.48,MSP,51.08,10,13.8,2013
6,3,6,0,94.85,MSP,53.33,10,7.48,2013
8,3,6,0,80.55,MSP,57.92,130,3.45,2013
9,3,6,0.03,89.61,MSP,60.08,100,9.2,2013
15,3,6,0,87.1,MSP,66.92,150,6.9,2013
29,3,6,0,89.86,MSP,66.02,320,5.75,2013
6,4,6,0,96.73,MSP,51.98,360,5.75,2013
9,4,6,0.05,89.57,MSP,59,90,13.8,2013
15,4,6,0,87.1,MSP,66.92,130,5.75,2013
6,5,6,0,96.73,MSP,51.98,350,6.9,2013
7,5,6,0,92.99,MSP,53.96,330,3.45,2013
8,5,6,0,86.58,MSP,57.02,120,3.45,2013
9,5,6,0.03,93.1,MSP,57.92,100,13.8,2013
5,6,6,0,96.14,MSP,55.04,150,8.05,2013
6,6,6,0,94.81,MSP,51.44,360,8.62,2013
9,6,6,0.02,93.1,MSP,57.92,100,16.1,2013
2,7,6,0,71.07,MSP,50,10,11.5,2013
5,7,6,0,96.6,MSP,55.28,120,7.67,2013
6,7,6,0,94.39,MSP,51.56,340,9.97,2013
10,7,6,0,95.98,MSP,62.02,120,4.03,2013
5,8,6,0.01,95.77,MSP,55.28,130,7.28,2013
6,8,6,0,94.81,MSP,51.44,340,9.77,2013
9,8,6,0.05,90.11,MSP,57.92,90,18.4,2013
10,8,6,0,100,MSP,62.33,120,1.73,2013
18,8,6,0,74.56,MSP,60.08,50,9.2,2013
21,8,6,0,90.46,MSP,66.92,240,10.35,2013
30,8,6,0,72.33,MSP,62.06,340,6.9,2013
4,9,6,0,64.59,MSP,62.06,130,10.35,2013
6,9,6,0,96.07,MSP,51.08,340,9.2,2013
10,9,6,0,93.58,MSP,64.22,0,2.3,2013
18,9,6,0,75.14,MSP,60.98,50,5.75,2013
23,9,6,0,90.06,MSP,71.06,140,11.5,2013
5,10,6,0.01,100,MSP,55.04,110,8.05,2013
6,10,6,0,98.37,MSP,51.89,350,7.48,2013
10,10,6,0,92.13,MSP,64.67,310,6.33,2013
15,10,6,0,78.57,MSP,71.96,160,4.6,2013
18,10,6,0,74.94,MSP,64.04,120,6.9,2013
21,10,6,0,86.66,MSP,69.08,280,10.35,2013
22,10,6,0,87.5,MSP,69.44,100,5.75,2013
4,11,6,0,65.14,MSP,62.96,160,10.35,2013
5,11,6,0.01,100,MSP,55.04,130,9.2,2013
6,11,6,0,93.28,MSP,53.33,350,6.9,2013
18,11,6,0,70.49,MSP,66.92,90,4.6,2013
28,11,6,0,63.7,MSP,71.96,320,16.1,2013
5,12,6,0.01,96.78,MSP,55.94,140,6.9,2013
6,12,6,0,92.99,MSP,53.96,360,8.05,2013
10,12,6,0,75.4,MSP,69.08,0,0,2013
22,12,6,0,81.57,MSP,71.96,0,0,2013
5,13,6,0,94.93,MSP,57.11,140,6.33,2013
6,13,6,0,88.09,MSP,55.31,350,9.2,2013
15,13,6,0,73.68,MSP,75.92,200,6.9,2013
5,14,6,0,93.1,MSP,57.92,120,5.75,2013
15,14,6,0,73.68,MSP,75.92,240,3.45,2013
5,15,6,0,93.1,MSP,57.92,110,5.75,2013
9,15,6,0.02,93.19,MSP,60.98,100,12.65,2013
15,15,6,0,78.58,MSP,75.11,250,5.17,2013
3,16,6,0,38.74,MSP,66.92,150,5.75,2013
5,16,6,0,89.57,MSP,59,80,5.75,2013
6,16,6,0,82.91,MSP,56.57,360,10.35,2013
7,16,6,0,62.71,MSP,64.04,0,3.45,2013
9,16,6,0,88.85,MSP,62.33,100,12.07,2013
4,17,6,0,64.59,MSP,62.06,120,14.95,2013
6,17,6,0,80.55,MSP,57.92,360,5.75,2013
7,17,6,0,58.39,MSP,64.94,0,0,2013
1,18,6,0,69.51,MSP,62.06,340,21.85,2013
6,18,6,0,81.34,MSP,57.56,360,8.05,2013
7,18,6,0,56.23,MSP,66.02,0,3.45,2013
21,18,6,0,66.58,MSP,78.98,80,8.05,2013
1,19,6,0,71.9,MSP,57.92,350,16.1,2013
4,19,6,0,86.63,MSP,57.92,110,13.8,2013
6,19,6,0,80.49,MSP,57.02,20,8.05,2013
7,19,6,0,60.25,MSP,64.04,70,4.6,2013
21,19,6,0,66.96,MSP,78.44,60,9.2,2013
1,20,6,0,71.7,MSP,55.94,340,18.4,2013
14,20,6,0,57.96,MSP,75.92,130,11.5,2013
1,21,6,0,71.49,MSP,53.96,350,18.4,2013
3,21,6,0,46.52,MSP,66.02,70,6.9,2013
4,21,6,0,77.32,MSP,57.02,140,12.65,2013
5,21,6,0,93.38,MSP,57.11,360,5.75,2013
6,21,6,0,83.69,MSP,55.94,360,6.9,2013
14,21,6,0,59.72,MSP,75.02,130,11.5,2013
3,22,6,0,46.52,MSP,66.02,90,11.5,2013
4,22,6,0,74.27,MSP,57.02,130,17.25,2013
5,22,6,0,93.08,MSP,57.02,0,4.6,2013
22,22,6,0,76.48,MSP,75.92,70,8.05,2013
3,23,6,0,50.32,MSP,64.94,100,8.05,2013
4,23,6,0,74.31,MSP,57.14,110,14.18,2013
5,23,6,0,93.08,MSP,57.02,340,4.6,2013
6,23,6,0,86.47,MSP,55.04,360,6.9,2013
21,23,6,0,86.77,MSP,71.06,100,10.35,2013
28,23,6,0,87.16,MSP,68,340,13.8,2013
7,0,7,0,50.97,MSP,82.94,170,10.35,2013
30,0,7,0,61.02,MSP,69.98,150,4.6,2013
14,1,7,0,68.35,MSP,71.96,150,6.9,2013
27,1,7,0,66.52,MSP,55.94,10,11.5,2013
28,1,7,0,71.62,MSP,55.22,330,10.35,2013
30,1,7,0,61.02,MSP,69.98,180,3.45,2013
8,2,7,0,89.33,MSP,73.22,340,6.33,2013
14,2,7,0,73.22,MSP,71.06,140,8.05,2013
27,2,7,0,66.52,MSP,55.94,360,8.05,2013
28,2,7,0,68.73,MSP,55.04,350,13.8,2013
7,3,7,0,54.5,MSP,82.04,200,9.2,2013
8,3,7,0,93.47,MSP,71.06,310,5.75,2013
14,3,7,0,75.57,MSP,71.06,150,8.05,2013
30,3,7,0,75.69,MSP,66.92,60,4.6,2013
7,4,7,0,58.25,MSP,80.96,200,8.05,2013
14,4,7,0,78.49,MSP,71.06,140,6.9,2013
30,4,7,0,75.69,MSP,66.92,30,5.75,2013
7,5,7,0,59.99,MSP,80.06,220,9.2,2013
14,5,7,0,78.49,MSP,71.06,140,6.9,2013
7,6,7,0,62.16,MSP,78.98,220,10.35,2013
14,6,7,0,78.49,MSP,71.06,150,10.35,2013
28,6,7,0,76.98,MSP,53.06,350,9.2,2013
8,7,7,0,93.35,MSP,66.92,20,8.05,2013
14,7,7,0,73.3,MSP,71.96,160,6.9,2013
28,7,7,0,79.64,MSP,53.06,360,6.9,2013
14,8,7,0,73.3,MSP,71.96,170,8.05,2013
21,8,7,0.04,76.58,MSP,61.79,20,8.62,2013
24,8,7,0,60.77,MSP,64.94,0,0,2013
28,8,7,0,71.6,MSP,55.04,340,11.5,2013
30,8,7,0,77.99,MSP,64.94,100,3.45,2013
14,9,7,0,73.3,MSP,71.96,160,8.05,2013
24,9,7,0,62.83,MSP,64.94,170,6.9,2013
28,9,7,0,74.08,MSP,55.04,330,6.9,2013
30,9,7,0,84.26,MSP,64.94,100,4.6,2013
24,10,7,0,60.51,MSP,66.02,0,0,2013
28,10,7,0,67.37,MSP,58.01,320,11.5,2013
30,10,7,0,81.15,MSP,66.02,130,8.05,2013
24,12,7,0,63.21,MSP,68,0,0,2013
30,12,7,0,78.25,MSP,68,170,6.9,2013
30,13,7,0,73.11,MSP,69.98,180,6.9,2013
27,14,7,0,69.52,MSP,57.92,320,12.65,2013
30,14,7,0,73.22,MSP,71.06,0,0,2013
6,15,7,0,36.72,MSP,91.04,170,12.65,2013
30,15,7,0,75.57,MSP,71.06,240,3.45,2013
30,16,7,0,73.3,MSP,71.96,250,4.6,2013
30,17,7,0,76.13,MSP,71.96,280,3.45,2013
6,18,7,0,40.74,MSP,89.96,0,4.6,2013
27,18,7,0,59.99,MSP,62.06,280,6.9,2013
30,19,7,0,78.49,MSP,71.06,320,4.6,2013
25,20,7,0,49.94,MSP,78.08,310,5.75,2013
30,20,7,0,78.49,MSP,71.06,300,4.6,2013
30,21,7,0,78.49,MSP,71.06,320,4.6,2013
29,22,7,0,53.08,MSP,71.96,140,6.9,2013
6,23,7,0,47.68,MSP,84.02,160,13.8,2013
10,0,8,0,56.73,MSP,66.92,350,4.6,2013
22,0,8,0,61.91,MSP,77,20,6.9,2013
10,1,8,0,60.51,MSP,66.02,20,4.6,2013
22,1,8,0,62.17,MSP,75.92,360,6.9,2013
10,2,8,0,62.96,MSP,66.02,0,0,2013
11,2,8,0,67.79,MSP,66.92,130,3.45,2013
22,2,8,0,63.94,MSP,73.94,10,9.2,2013
7,3,8,0,95.35,MSP,62.78,290,5.75,2013
10,3,8,0,67.57,MSP,64.94,0,0,2013
11,3,8,0,67.79,MSP,66.92,140,5.75,2013
7,4,8,0,93.28,MSP,64.04,340,8.05,2013
22,4,8,0,53.37,MSP,73.94,20,10.35,2013
11,5,8,0,78.08,MSP,66.02,120,3.45,2013
7,6,8,0,93.54,MSP,62.78,330,9.78,2013
7,7,8,0,86.9,MSP,62.96,350,11.5,2013
7,8,8,0,82.87,MSP,62.72,340,10.73,2013
29,8,8,0,93.87,MSP,75.56,130,8.62,2013
30,8,8,0,82.46,MSP,73.67,20,14.95,2013
6,9,8,0,75.51,MSP,64.94,170,3.45,2013
30,9,8,0,77.25,MSP,73.67,10,12.07,2013
6,10,8,0,67.79,MSP,66.92,120,4.6,2013
30,10,8,0,70.18,MSP,74.57,360,15.53,2013
30,11,8,0,66.13,MSP,75.02,350,16.1,2013
5,12,8,0,82.21,MSP,69.89,0,4.6,2013
19,12,8,0,64.17,MSP,75.92,170,8.05,2013
30,12,8,0,64.17,MSP,75.92,360,14.95,2013
5,13,8,0,78.49,MSP,71.06,240,5.75,2013
21,16,8,0,69.73,MSP,84.92,220,13.8,2013
9,23,8,0,52.51,MSP,68,330,9.2,2013
15,23,8,0,51.18,MSP,73.04,200,3.45,2013
31,23,8,0,61.66,MSP,75.02,170,4.6,2013
1,0,9,0,61.66,MSP,75.02,280,3.45,2013
18,0,9,0,96.22,MSP,60.08,150,6.9,2013
1,1,9,0,81.57,MSP,71.96,240,10.35,2013
18,1,9,0,96.22,MSP,60.08,140,6.9,2013
20,3,9,0,75.14,MSP,60.98,270,10.35,2013
18,4,9,0,94.64,MSP,62.42,130,6.52,2013
28,4,9,0,65.54,MSP,69.98,140,14.95,2013
8,5,9,0,70.49,MSP,66.92,70,11.5,2013
9,5,9,0,79.52,MSP,71.33,120,7.48,2013
18,5,9,0,96.91,MSP,62.33,120,7.48,2013
28,5,9,0,67.59,MSP,69.08,140,12.65,2013
8,6,9,0,67.79,MSP,66.92,90,11.5,2013
9,6,9,0,84.1,MSP,71.06,140,4.6,2013
18,6,9,0.1,100,MSP,62.67,140,5.06,2013
2,7,9,0,80.55,MSP,57.92,360,5.75,2013
8,7,9,0,67.79,MSP,66.92,70,11.5,2013
15,7,9,0,96.81,MSP,57.92,10,5.75,2013
18,7,9,0.01,96.01,MSP,64.31,130,7.76,2013
19,7,9,0,96.97,MSP,69.98,120,5.75,2013
